X,Y,Z,XDelta,YDelta,HeadingDelta,GammaDelta
-531.108904992936,-946.201907746252,30.943957168614,-960,-1000,20.3490658503989,9.4764012244017
-541.083116504728,-947.453026170758,31.4633549172159,-960,-1000,20.3490658503989,9.4764012244017
-551.05732801652,-948.704144595264,31.9827526658177,-960,-1000,20.3490658503989,9.4764012244017
-561.031539528312,-949.955263019769,32.5021504144196,-960,-1000,20.3490658503989,9.4764012244017
-571.005751040104,-951.206381444275,33.0215481630215,-960,-1000,20.3490658503989,9.4764012244017
-580.979962551897,-952.457499868781,33.5409459116233,-960,-1000,20.3490658503989,9.4764012244017
-590.954174063689,-953.708618293287,34.0603436602252,-960,-1000,20.3490658503989,9.4764012244017
-600.928385575481,-954.959736717792,34.5797414088271,-960,-1000,20.3490658503989,9.4764012244017
-610.902597087273,-956.210855142298,35.099139157429,-960,-1000,20.3490658503989,9.4764012244017
-620.876808599065,-957.461973566804,35.6185369060308,-960,-1000,20.3490658503989,9.4764012244017
-630.851020110858,-958.71309199131,36.1379346546327,-960,-1000,20.3490658503989,9.4764012244017
-640.82523162265,-959.964210415816,36.6573324032346,-960,-1000,20.3490658503989,9.4764012244017
-650.799443134442,-961.215328840321,37.1767301518364,-960,-1000,20.3490658503989,9.4764012244017
-660.773654646234,-962.466447264827,37.6961279004383,-960,-1000,20.3490658503989,9.4764012244017
-670.747866158026,-963.717565689333,38.2155256490402,-960,-1000,20.3490658503989,9.4764012244017
-680.722077669819,-964.968684113839,38.734923397642,-960,-1000,20.3490658503989,9.4764012244017
-690.696289181611,-966.219802538344,39.2543211462439,-960,-1000,20.3490658503989,9.4764012244017
-700.670500693403,-967.47092096285,39.7737188948458,-960,-1000,20.3490658503989,9.4764012244017
-710.644712205195,-968.722039387356,40.2931166434476,-960,-1000,20.3490658503989,9.4764012244017
-720.618923716987,-969.973157811862,40.8125143920495,-960,-1000,20.3490658503989,9.4764012244017
-730.593135228779,-971.224276236367,41.3319121406514,-960,-1000,20.3490658503989,9.4764012244017
-740.567346740572,-972.475394660873,41.8513098892532,-960,-1000,20.3490658503989,9.4764012244017
